FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.3325294,3325294,POINT (16.399535221673332 48.26360319214656),
HYDRANTOGD.3325295,3325295,POINT (16.4677221271676 48.19489502559491),
HYDRANTOGD.3325296,3325296,POINT (16.3584668629084 48.19901144873929),
HYDRANTOGD.3325297,3325297,POINT (16.44024394612341 48.25012994435502),
HYDRANTOGD.3325298,3325298,POINT (16.46893719481654 48.224011332353605),
HYDRANTOGD.3325299,3325299,POINT (16.321738547598045 48.18263575788926),
HYDRANTOGD.3325300,3325300,POINT (16.350198166321857 48.194457800194364),
HYDRANTOGD.3325301,3325301,POINT (16.33547347635641 48.21788905123454),
HYDRANTOGD.3325302,3325302,POINT (16.262298974472188 48.207017924278766),
HYDRANTOGD.3325303,3325303,POINT (16.28410863220995 48.219972456143616),
HYDRANTOGD.3325304,3325304,POINT (16.454571116799595 48.22632011273583),
HYDRANTOGD.3325305,3325305,POINT (16.281582882558165 48.24206798545718),
HYDRANTOGD.3325306,3325306,POINT (16.328746093298925 48.200611617588606),
HYDRANTOGD.3325307,3325307,POINT (16.47188500488613 48.22787359375094),
HYDRANTOGD.3325308,3325308,POINT (16.425413254805395 48.302106960127),
HYDRANTOGD.3325309,3325309,POINT (16.308027929178884 48.21841664779287),
HYDRANTOGD.3325310,3325310,POINT (16.31950063855216 48.1960428898519),
HYDRANTOGD.3325311,3325311,POINT (16.324727679124354 48.22796458759135),
HYDRANTOGD.3325312,3325312,POINT (16.282999153614824 48.151994234320334),
HYDRANTOGD.3325313,3325313,POINT (16.375947240905695 48.1791971043654),
HYDRANTOGD.3325314,3325314,POINT (16.446281886298504 48.27905999093933),
HYDRANTOGD.3325315,3325315,POINT (16.260638961513163 48.16224127470437),
HYDRANTOGD.3325316,3325316,POINT (16.354806901662585 48.168549115726464),
HYDRANTOGD.3325317,3325317,POINT (16.390257664893166 48.20542711630984),
HYDRANTOGD.3325318,3325318,POINT (16.336906532377196 48.276103108971945),
HYDRANTOGD.3325319,3325319,POINT (16.43212247945985 48.196233896032574),
HYDRANTOGD.3325320,3325320,POINT (16.343963995974082 48.213983804295125),
HYDRANTOGD.3325321,3325321,POINT (16.39786800589358 48.21349669174074),
HYDRANTOGD.3325322,3325322,POINT (16.369272002661276 48.22141564013192),
HYDRANTOGD.3325323,3325323,POINT (16.34516167984734 48.182288674213005),
HYDRANTOGD.3325324,3325324,POINT (16.404374505827565 48.210837533523964),
HYDRANTOGD.3325325,3325325,POINT (16.337032186349955 48.24302444001259),
HYDRANTOGD.3325326,3325326,POINT (16.42641760228645 48.19925250101662),
HYDRANTOGD.3325327,3325327,POINT (16.339143637460143 48.209917287028766),
HYDRANTOGD.3325328,3325328,POINT (16.291406418762904 48.23334752394655),
HYDRANTOGD.3325329,3325329,POINT (16.332292520001594 48.25250517549294),
HYDRANTOGD.3325330,3325330,POINT (16.35143419187047 48.23106278724895),
HYDRANTOGD.3325331,3325331,POINT (16.317916890656477 48.17207460496045),
HYDRANTOGD.3325332,3325332,POINT (16.369853236180678 48.14575568302534),
HYDRANTOGD.3325333,3325333,POINT (16.35230454527233 48.13909970982068),
HYDRANTOGD.3325334,3325334,POINT (16.377802582028004 48.16141798566669),
HYDRANTOGD.3325335,3325335,POINT (16.2848480569573 48.17324568009747),
HYDRANTOGD.3325336,3325336,POINT (16.277997507387177 48.17556143693143),
HYDRANTOGD.3325337,3325337,POINT (16.532563415723093 48.21251136864877),
HYDRANTOGD.3325338,3325338,POINT (16.322740058567536 48.23739102131744),
HYDRANTOGD.3325339,3325339,POINT (16.302790863598133 48.1870589894998),
HYDRANTOGD.3325340,3325340,POINT (16.376931642036933 48.21601048735684),
HYDRANTOGD.3325341,3325341,POINT (16.334620608919526 48.19261010934267),
HYDRANTOGD.3325342,3325342,POINT (16.37444109290826 48.21128291775432),
HYDRANTOGD.3325343,3325343,POINT (16.374632780534398 48.181297560075656),
HYDRANTOGD.3325344,3325344,POINT (16.296004436463782 48.217343091111736),
HYDRANTOGD.3325345,3325345,POINT (16.42952305185437 48.17124658826605),
HYDRANTOGD.3325346,3325346,POINT (16.485744044723322 48.237483183752225),
HYDRANTOGD.3325347,3325347,POINT (16.377499234534312 48.16247066540396),
HYDRANTOGD.3325348,3325348,POINT (16.38404577165464 48.13603959647535),
HYDRANTOGD.3325349,3325349,POINT (16.355857362071717 48.186215951101744),
HYDRANTOGD.3325350,3325350,POINT (16.310861696828994 48.19661315387028),
HYDRANTOGD.3325351,3325351,POINT (16.491669402221824 48.240602048996166),
HYDRANTOGD.3325352,3325352,POINT (16.315915554363123 48.23792689713332),
HYDRANTOGD.3325353,3325353,POINT (16.329833495473142 48.196118736515075),
HYDRANTOGD.3325354,3325354,POINT (16.339649414202384 48.2570875905186),
HYDRANTOGD.3325355,3325355,POINT (16.334551792233523 48.18633141142516),
HYDRANTOGD.3325356,3325356,POINT (16.3302045332348 48.150873551505065),
HYDRANTOGD.3325357,3325357,POINT (16.439100938179898 48.16372404369897),
HYDRANTOGD.3325358,3325358,POINT (16.331418964174016 48.22429482995406),
HYDRANTOGD.3325359,3325359,POINT (16.349322282220818 48.18082115957308),
HYDRANTOGD.3325360,3325360,POINT (16.40700884882872 48.16059378016419),
HYDRANTOGD.3325361,3325361,POINT (16.359283806800562 48.19087218166116),
HYDRANTOGD.3325362,3325362,POINT (16.36369476786301 48.19233600959457),
HYDRANTOGD.3325363,3325363,POINT (16.363410623280306 48.204370857767174),
HYDRANTOGD.3325364,3325364,POINT (16.36180236080305 48.167226384772505),
HYDRANTOGD.3325365,3325365,POINT (16.316793878670094 48.14176370290809),
HYDRANTOGD.3325366,3325366,POINT (16.41532282814184 48.260878143836614),
HYDRANTOGD.3325367,3325367,POINT (16.32452503290949 48.13887859581219),
HYDRANTOGD.3325368,3325368,POINT (16.475356620666158 48.21229850138075),
HYDRANTOGD.3325369,3325369,POINT (16.335814182852772 48.252025554147615),
HYDRANTOGD.3325370,3325370,POINT (16.37515852076289 48.23106834033585),
HYDRANTOGD.3325371,3325371,POINT (16.457144514363492 48.23457545760923),
HYDRANTOGD.3325372,3325372,POINT (16.39534291793498 48.24683214994625),
HYDRANTOGD.3325373,3325373,POINT (16.381354194480394 48.20926053468239),
HYDRANTOGD.3325374,3325374,POINT (16.421475599711194 48.27147694678493),
HYDRANTOGD.3325375,3325375,POINT (16.373168316059193 48.273923405946135),
HYDRANTOGD.3325376,3325376,POINT (16.40564861719492 48.19548270373448),
HYDRANTOGD.3325377,3325377,POINT (16.356018687955338 48.24462367469864),
HYDRANTOGD.3325378,3325378,POINT (16.285262982535436 48.1573904045589),
HYDRANTOGD.3325379,3325379,POINT (16.356857053486095 48.19758777101959),
HYDRANTOGD.3325380,3325380,POINT (16.397169068217327 48.27490791427575),
HYDRANTOGD.3325381,3325381,POINT (16.21987664383161 48.211800348824774),
HYDRANTOGD.3325382,3325382,POINT (16.455898039221122 48.22348994111082),
HYDRANTOGD.3325383,3325383,POINT (16.486926176503932 48.218123075567384),
HYDRANTOGD.3325384,3325384,POINT (16.47804429008002 48.23485616276032),
HYDRANTOGD.3325385,3325385,POINT (16.38003658498039 48.20989398598595),
HYDRANTOGD.3325386,3325386,POINT (16.391310984883944 48.157913280469096),
HYDRANTOGD.3325387,3325387,POINT (16.363682014879515 48.14462570813021),
HYDRANTOGD.3325388,3325388,POINT (16.416442413950236 48.185108618638466),
HYDRANTOGD.3325389,3325389,POINT (16.48174388460279 48.25794613600295),
HYDRANTOGD.3324931,3324931,POINT (16.285554773477436 48.190269158327105),
HYDRANTOGD.3324932,3324932,POINT (16.3970429243634 48.195018964842085),
HYDRANTOGD.3324933,3324933,POINT (16.48915128484408 48.2377521786302),
HYDRANTOGD.3324934,3324934,POINT (16.421723427091898 48.23613921465402),
HYDRANTOGD.3324935,3324935,POINT (16.34157164300733 48.20443117724035),
HYDRANTOGD.3324936,3324936,POINT (16.398253474815952 48.15321505374405),
HYDRANTOGD.3324937,3324937,POINT (16.266370981480033 48.15383383208781),
HYDRANTOGD.3324938,3324938,POINT (16.40109650494305 48.224798261726185),
HYDRANTOGD.3324939,3324939,POINT (16.299821689792626 48.21730607344695),
HYDRANTOGD.3324940,3324940,POINT (16.28724803117544 48.21582051940838),
HYDRANTOGD.3324941,3324941,POINT (16.367838933836925 48.21961046380881),
HYDRANTOGD.3324942,3324942,POINT (16.39713103395236 48.186340845819544),
HYDRANTOGD.3324943,3324943,POINT (16.425760654444467 48.280898836124535),
HYDRANTOGD.3324944,3324944,POINT (16.37752219361132 48.15599868879445),
HYDRANTOGD.3324945,3324945,POINT (16.49506326806493 48.246339336090585),
HYDRANTOGD.3324946,3324946,POINT (16.41114995229188 48.19736516888223),
HYDRANTOGD.3324947,3324947,POINT (16.395201026185 48.23108765515781),
HYDRANTOGD.3324948,3324948,POINT (16.33843349469834 48.22662274664572),
HYDRANTOGD.3324949,3324949,POINT (16.387862181416637 48.20963151185212),
HYDRANTOGD.3324950,3324950,POINT (16.376770814694968 48.21072031272778),
HYDRANTOGD.3324951,3324951,POINT (16.439331280454585 48.22685916680541),
HYDRANTOGD.3324952,3324952,POINT (16.30114933150133 48.219288756795905),
HYDRANTOGD.3324953,3324953,POINT (16.386975893440617 48.20988158895054),
HYDRANTOGD.3324954,3324954,POINT (16.302135205970973 48.167264122716006),
HYDRANTOGD.3324955,3324955,POINT (16.29968436078756 48.168041702465665),
HYDRANTOGD.3324956,3324956,POINT (16.314979064263284 48.17048037133788),
HYDRANTOGD.3324957,3324957,POINT (16.37346557755984 48.18434442511355),
HYDRANTOGD.3324958,3324958,POINT (16.373551354438657 48.18307874595943),
HYDRANTOGD.3324959,3324959,POINT (16.328945531808014 48.196962723423525),
HYDRANTOGD.3324960,3324960,POINT (16.41505102908041 48.286082683283425),
HYDRANTOGD.3324961,3324961,POINT (16.412045824857206 48.27756734067892),
HYDRANTOGD.3324962,3324962,POINT (16.41365550724963 48.27436619186162),
HYDRANTOGD.3324963,3324963,POINT (16.404917354989365 48.194007897093776),
HYDRANTOGD.3324964,3324964,POINT (16.33528672763656 48.169598795931236),
HYDRANTOGD.3324965,3324965,POINT (16.377717382058695 48.173576489162166),
HYDRANTOGD.3324966,3324966,POINT (16.25839546342386 48.1859242554897),
HYDRANTOGD.3324967,3324967,POINT (16.35334354279492 48.17533982318062),
HYDRANTOGD.3324968,3324968,POINT (16.386958863738567 48.17020557798922),
HYDRANTOGD.3324969,3324969,POINT (16.386789442470636 48.13742288107683),
HYDRANTOGD.3324970,3324970,POINT (16.381940168116834 48.20673278323101),
HYDRANTOGD.3324971,3324971,POINT (16.37608161740786 48.17852190220837),
HYDRANTOGD.3324972,3324972,POINT (16.377238324144393 48.2081374591492),
HYDRANTOGD.3324973,3324973,POINT (16.377547006499004 48.17158927469544),
HYDRANTOGD.3324974,3324974,POINT (16.358886827549856 48.17263077360627),
HYDRANTOGD.3324975,3324975,POINT (16.277652817675975 48.1666859546326),
HYDRANTOGD.3324976,3324976,POINT (16.347962038846422 48.23024545120056),
HYDRANTOGD.3324977,3324977,POINT (16.391166197852158 48.2901028102767),
HYDRANTOGD.3324978,3324978,POINT (16.300167781342516 48.17198146073368),
HYDRANTOGD.3324979,3324979,POINT (16.314047880151566 48.16238277095198),
HYDRANTOGD.3324980,3324980,POINT (16.527280751845936 48.21097860788245),
HYDRANTOGD.3324981,3324981,POINT (16.426170190156466 48.22277793795838),
HYDRANTOGD.3324982,3324982,POINT (16.403069554988846 48.15259102006052),
HYDRANTOGD.3324983,3324983,POINT (16.414827278064106 48.2556965347901),
HYDRANTOGD.3324984,3324984,POINT (16.390560949366115 48.27211975013555),
HYDRANTOGD.3324985,3324985,POINT (16.374709847556943 48.27049644590687),
HYDRANTOGD.3324986,3324986,POINT (16.43135056070332 48.2680259700801),
HYDRANTOGD.3324987,3324987,POINT (16.355018317002088 48.14577779402614),
HYDRANTOGD.3324988,3324988,POINT (16.514548709030883 48.20869706470664),
HYDRANTOGD.3324989,3324989,POINT (16.347664718117404 48.188526257064495),
HYDRANTOGD.3324990,3324990,POINT (16.355361173044805 48.166191337866564),
HYDRANTOGD.3324991,3324991,POINT (16.415866004607384 48.26358878991954),
HYDRANTOGD.3324992,3324992,POINT (16.514068269137685 48.204975980672685),
HYDRANTOGD.3324993,3324993,POINT (16.306707656549793 48.21352128469882),
HYDRANTOGD.3324994,3324994,POINT (16.462119645455743 48.261376450575554),
HYDRANTOGD.3324995,3324995,POINT (16.37999033796475 48.19908437752592),
HYDRANTOGD.3324996,3324996,POINT (16.454970209406518 48.28097953796833),
HYDRANTOGD.3324997,3324997,POINT (16.35573334303226 48.14743233728359),
HYDRANTOGD.3324998,3324998,POINT (16.42682818871166 48.298556571533354),
HYDRANTOGD.3324999,3324999,POINT (16.286121830109092 48.16269266336738),
HYDRANTOGD.3325000,3325000,POINT (16.38746954714646 48.21471663747234),
HYDRANTOGD.3325001,3325001,POINT (16.30948642431674 48.24784264083127),
HYDRANTOGD.3325002,3325002,POINT (16.39949205001986 48.20526770879312),
HYDRANTOGD.3325003,3325003,POINT (16.368559240327478 48.17589487029587),
HYDRANTOGD.3325004,3325004,POINT (16.298824046181963 48.23209831982307),
HYDRANTOGD.3325005,3325005,POINT (16.38737353248009 48.226154862288645),
HYDRANTOGD.3325006,3325006,POINT (16.380627946252776 48.216585575495934),
HYDRANTOGD.3325007,3325007,POINT (16.374345457720022 48.28346610236163),
HYDRANTOGD.3325008,3325008,POINT (16.320267564229855 48.146959540962364),
HYDRANTOGD.3325009,3325009,POINT (16.361372253673164 48.191985360037485),
HYDRANTOGD.3325010,3325010,POINT (16.3955729554765 48.272166124489374),
HYDRANTOGD.3325011,3325011,POINT (16.47294190827985 48.155834339266214),
HYDRANTOGD.3325012,3325012,POINT (16.32666456407225 48.19885290204532),
HYDRANTOGD.3325013,3325013,POINT (16.241342805485072 48.215839173418196),
HYDRANTOGD.3325014,3325014,POINT (16.28561158162352 48.13071064876335),
HYDRANTOGD.3325015,3325015,POINT (16.266505313813322 48.157067530326266),
HYDRANTOGD.3325016,3325016,POINT (16.39733464651736 48.13656100577011),
HYDRANTOGD.3325017,3325017,POINT (16.282793720366715 48.149988730588056),
HYDRANTOGD.3325018,3325018,POINT (16.38882783056504 48.26853312917446),
HYDRANTOGD.3325019,3325019,POINT (16.260993441571166 48.16943340450841),
HYDRANTOGD.3325020,3325020,POINT (16.32923687263354 48.24424433015673),
HYDRANTOGD.3325021,3325021,POINT (16.362645067019624 48.166038635259326),
HYDRANTOGD.3325022,3325022,POINT (16.38770933600808 48.19170530746834),
HYDRANTOGD.3325023,3325023,POINT (16.405537291084496 48.222571207221485),
HYDRANTOGD.3325024,3325024,POINT (16.25961359247919 48.180261846714494),
HYDRANTOGD.3325025,3325025,POINT (16.324019693302688 48.21071772104114),
HYDRANTOGD.3325026,3325026,POINT (16.440594565866906 48.247170491131676),
HYDRANTOGD.3325027,3325027,POINT (16.375496135969662 48.14645311227372),
HYDRANTOGD.3325028,3325028,POINT (16.363356932008717 48.19371573728388),
HYDRANTOGD.3325029,3325029,POINT (16.369538833132037 48.209219167770726),
HYDRANTOGD.3325030,3325030,POINT (16.341975796701124 48.21621788038524),
HYDRANTOGD.3325031,3325031,POINT (16.3087120186341 48.197611491912106),
HYDRANTOGD.3325032,3325032,POINT (16.429279442972664 48.238639722331754),
HYDRANTOGD.3325033,3325033,POINT (16.35443039979477 48.23341506588527),
HYDRANTOGD.3325034,3325034,POINT (16.36835797961379 48.25763981693416),
HYDRANTOGD.3325035,3325035,POINT (16.38523614752102 48.17132955618346),
HYDRANTOGD.3325036,3325036,POINT (16.367583859302943 48.256406574145856),
HYDRANTOGD.3325037,3325037,POINT (16.48046401919034 48.211477687732014),
HYDRANTOGD.3325038,3325038,POINT (16.312311510870522 48.168244042387876),
HYDRANTOGD.3325039,3325039,POINT (16.288614838772453 48.13079124852753),
HYDRANTOGD.3325040,3325040,POINT (16.410813939320473 48.25720564870502),
HYDRANTOGD.3325041,3325041,POINT (16.439155591385457 48.254665839967366),
HYDRANTOGD.3325042,3325042,POINT (16.3710800391983 48.23896967466758),
HYDRANTOGD.3325043,3325043,POINT (16.276148685819603 48.17940480470225),
HYDRANTOGD.3325044,3325044,POINT (16.323701165491954 48.17677348403074),
HYDRANTOGD.3325045,3325045,POINT (16.345094822170594 48.216323459446244),
HYDRANTOGD.3325046,3325046,POINT (16.38445018489724 48.207170418776116),
HYDRANTOGD.3325047,3325047,POINT (16.25039223652471 48.21566631847635),
HYDRANTOGD.3325048,3325048,POINT (16.482906325578192 48.2492229607309),
HYDRANTOGD.3325049,3325049,POINT (16.364446807737753 48.22701377802426),
HYDRANTOGD.3325050,3325050,POINT (16.405561617422652 48.155414054100085),
HYDRANTOGD.3325051,3325051,POINT (16.311554891372964 48.25684464350805),
HYDRANTOGD.3325052,3325052,POINT (16.297023809887897 48.14124173786887),
HYDRANTOGD.3325053,3325053,POINT (16.34001227130133 48.22898329786216),
HYDRANTOGD.3325054,3325054,POINT (16.353160036869433 48.186407399961055),
HYDRANTOGD.3325055,3325055,POINT (16.41985266381671 48.23078616880806),
HYDRANTOGD.3325056,3325056,POINT (16.386353009254297 48.29740933485791),
HYDRANTOGD.3325057,3325057,POINT (16.37179039381067 48.19751080229638),
HYDRANTOGD.3325058,3325058,POINT (16.34680036293547 48.19534048173795),
HYDRANTOGD.3325059,3325059,POINT (16.363056685701903 48.22820151136139),
HYDRANTOGD.3325060,3325060,POINT (16.39253869506885 48.177673351008245),
HYDRANTOGD.3325061,3325061,POINT (16.41747170355696 48.236615768213674),
HYDRANTOGD.3325062,3325062,POINT (16.30622324284138 48.16486278322031),
HYDRANTOGD.3325063,3325063,POINT (16.385523005021522 48.2736482427673),
HYDRANTOGD.3325064,3325064,POINT (16.34018943626713 48.19433233157423),
HYDRANTOGD.3325065,3325065,POINT (16.3982209940742 48.19451677413163),
HYDRANTOGD.3325066,3325066,POINT (16.453153626660207 48.24514896416776),
HYDRANTOGD.3325067,3325067,POINT (16.39429745814304 48.20370654332084),
HYDRANTOGD.3325068,3325068,POINT (16.50012610001105 48.27738466565596),
HYDRANTOGD.3325069,3325069,POINT (16.276173009323937 48.18142125050788),
HYDRANTOGD.3325070,3325070,POINT (16.41648874587108 48.18014202766622),
HYDRANTOGD.3325071,3325071,POINT (16.278134792717882 48.21538551721321),
HYDRANTOGD.3325072,3325072,POINT (16.455364364195766 48.16040779928878),
HYDRANTOGD.3325073,3325073,POINT (16.463311788201302 48.25711456685535),
HYDRANTOGD.3325074,3325074,POINT (16.253267433691448 48.218013842043455),
HYDRANTOGD.3325075,3325075,POINT (16.260303538057375 48.133207863544825),
HYDRANTOGD.3325076,3325076,POINT (16.297109683041896 48.14602268396413),
HYDRANTOGD.3325077,3325077,POINT (16.290041668029808 48.151251817366244),
HYDRANTOGD.3325078,3325078,POINT (16.38578833451472 48.19219412579365),
HYDRANTOGD.3325079,3325079,POINT (16.28308291368274 48.15757908838017),
HYDRANTOGD.3325080,3325080,POINT (16.422441125816917 48.23673204460783),
HYDRANTOGD.3325081,3325081,POINT (16.32966809430257 48.22495821582596),
HYDRANTOGD.3315895,3315895,POINT (16.373375265339863 48.20066915718638),
HYDRANTOGD.3315896,3315896,POINT (16.37844384893826 48.18124990280044),
HYDRANTOGD.3315897,3315897,POINT (16.345646284872505 48.192987522296235),
HYDRANTOGD.3315898,3315898,POINT (16.325853768324908 48.14797687989601),
HYDRANTOGD.3315899,3315899,POINT (16.239882792195377 48.20922636128665),
